,auctionName,auctionId,auctionDate
261,"19th Century Furniture and Decorative Art including Property from the Robinson Mansion, New Orleans",19th-century-furniture-n08983,19 APR 2013
262,"Important Mobilier, Sculptures et Objets d'Art",mobilier-sculptures-et-objets-dart-pf1211,09 NOV 2012
263,19th Century European Art,19th-century-paintings-n08894,08 NOV 2012
264,19th Century Furniture and Decorative Arts,19th-c-furniture-n08893,24 OCT 2012
265,19th Century European Art,19th-century-paintings-n08847,04 MAY 2012
266,19th Century Furniture and Decorative Arts,19th-century-furniture-and-decorative-arts-n08846,25 APR 2012
267,"Important Mobilier, Sculptures et Objets d’Art",important-mobilier-sculptures-et-objets-dart,20 APR 2012
268,Distinctive Styles,distinctive-styles-property-from-the-collection-of-roger-rechler-new-york-and-property-from-the-kentucky-residence-of-dorothy-and-wendell-cherry,16 MAR 2012
269,Masterworks,masterworks-n08831,27 JAN 2012
270,"Un Hommage au XVIIIe Siècle - Adriano Ribolzi, Antiquaire",un-hommage-au-xviiie-sicle-adriano-ribolzi-antiquaire,30 NOV 2011
271,19th Century Furniture and Decorative Arts,19th-century-furniture-and-decorative-arts-n08784,16 NOV 2011
272,Property from the Collection of Carl DeSantis,property-from-the-collection-of-carl-desantis,04 NOV 2011
273,19th Century European Art,19th-century-european-art-n08783,04 NOV 2011
274,19th Century European Art including an Important Collection of Sculpture,19th-century-paintings-n08738,05 MAY 2011
275,"19th Century Furniture, Sculpture, Ceramics, Silver &amp; Works of Art",19th-c-furniture-n08737,15 APR 2011
276,A Private West Coast Collection: 19th Century Decorative Works of Art ,a-private-west-coast-collection-19th-century-decorative-works-of-art-n08780,15 APR 2011
277,19th Century European Art,19th-century-european-art-n08673,04 NOV 2010
278,"19th Century Furniture, Sculpture, Ceramics, Silver &amp; Works of Art",19th-century-furniture-sculpture-ceramics-silver-works-of-art-n08672,26 OCT 2010
279,"19th C. Paintings, Furniture, Maiolica, Silver and Rare Books",19th-c-paintings-furniture-maiolica-silver-and-rare-books-mi0313,16 JUN 2010
280,19th Century European Art,19th-century-european-art-n08630,23 APR 2010
281,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08627,22 APR 2010
282,"M&amp;N Uzal, 19th Century Excellence ",mn-uzal-19th-century-excellence-l09778,28 OCT 2009
283,Orientalist Sale,orientalist-sale-pf9014,28 OCT 2009
284,The Connoisseur&amp;#39;s Collection,the-connoisseur39s-collection-au0731, 27 OCT 2009—28 OCT 2009
285,19th Century European Art including Important British Paintings,19th-century-european-art-including-important-british-paintings-n08580,22 OCT 2009
286,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08579,21 OCT 2009
287,"Photographs, Furniture, and Works of Art from a Parisian Flat, Avenue Montaigne ",photographs-furniture-and-works-of-art-from-a-parisian-flat-avenue-montaigne-pf9093,23 SEP 2009
288,"19th Century European Art including Orientalist Paintings, Drawings &amp; Sculpture",19th-century-european-art-including-orientalist-paintings-drawings-sculpture-n08542,24 APR 2009
289,"19th Century Furniture, Sculpture, Ceramics, Silver &amp; Works of Art",19th-century-furniture-sculpture-ceramics-silver-works-of-art-n08537,20 APR 2009
290,"Curiosite et Haute Epoque: Furniture, Sculpture and Works of Art from an Amateur Collector",curiosite-et-haute-epoque-furniture-sculpture-and-works-of-art-from-an-amateur-collector-pf8033,25 NOV 2008
291,"Orientalist Sale: Paintings, Sculptures and Works of Art",orientalist-sale-paintings-sculptures-and-works-of-art-pf8014,29 OCT 2008
292,19th Century European Art including The Orientalist Sale,19th-century-european-art-including-the-orientalist-sale-n08481,23 OCT 2008
293,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08480,22 OCT 2008
294,Property from the Estate of Rochelle Sepenuk,property-from-the-estate-of-rochelle-sepenuk-n08508,21 OCT 2008
295,European Collections,european-collections-am1062,30 SEP 2008
296,A Distinguished Private Collection from Corsica,a-distinguished-private-collection-from-corsica-am1063,29 SEP 2008
297,19th Century Paintings and Drawings,19th-century-paintings-and-drawings-pf8031,25 JUN 2008
298,19th Century European Art including The Orientalist Sale,19th-century-european-art-including-the-orientalist-sale-n08431,18 APR 2008
299,"19th Century Furniture, Sculpture, Ceramics, Silver and Works of Art",19th-century-furniture-sculpture-ceramics-silver-and-works-of-art-n08427, 14 APR 2008—15 APR 2008
300,The Private Collection of Lionel Hastings&lt;br&gt;19th and 20th Century Sculpture and Furniture,the-private-collection-of-lionel-hastingsbr19th-and-20th-century-sculpture-and-furniture-n08439,14 APR 2008
301,Orientalist Sale,orientalist-sale-pf7023,24 OCT 2007
302,"Furniture, Ceramics, Silver and Works of Art",furniture-ceramics-silver-and-works-of-art-mi0279, 10 JUL 2007—11 JUL 2007
303,Fine Furniture: The 19th Century Interior,fine-furniture-the-19th-century-interior-w07804,27 JUN 2007
304,"Private Manor House in Eure et Loire Banque Hottinguer, rue de Provence Private Parisian Hotel Particulier (Furniture, Works of Art, Paintings, Prints and Books)",private-manor-house-in-eure-et-loire-banque-hottinguer-rue-de-provence-private-parisian-hotel-particulier-furniture-works-of-art-paintings-prints-and-books-pf7022,26 APR 2007
305,"19th Century Furniture, Sculpture, Ceramics and Works of Art Including Property Formerly from the Palacio Ferreyra, Argentina",19th-century-furniture-sculpture-ceramics-and-works-of-art-including-property-formerly-from-the-palacio-ferreyra-argentina-n08305,20 APR 2007
306,19th Century Furniture,19th-century-furniture-n08233, 28 NOV 2006—29 NOV 2006
307,Fine Decorative Arts &amp; Designs from 1870,fine-decorative-arts-designs-from-1870-l06813,04 OCT 2006
308,19th Century Furniture,19th-century-furniture-n08180,27 APR 2006
309,Spring Decorative Sale,spring-decorative-sale-pf6001,26 APR 2006
310,Property from the Collections of Lily &amp; Edmond J. Safra,property-from-the-collections-of-lily-edmond-j-safra-n08124, 03 NOV 2005—04 NOV 2005
312,Made in Britain,made-in-britain-l16145,28 SEP 2016
313,Contemporary Living,contemporary-living-n09520,28 JUL 2016
314,WYETH: The Art of Timeless Design,wyeth-art-timeless-design-n09507,07 JUN 2016
315,Important Design,important-design-n09519,07 JUN 2016
316,Design,design-pf1604,24 MAY 2016
317,Alchemy: Objects of Desire ,alchemy-objects-desire-l16227,21 APR 2016
318,At Home: Sotheby’s Designer Showhouse and Auction,sothebys-designer-showhouse-and-auction-n09494,17 APR 2016
319,Collection Boutet de Monvel,collection-boutet-de-monvel-pf1639, 05 APR 2016—06 APR 2016
320,Made in Britain,made-in-britain-l16144,16 MAR 2016
321,Design,20th-century-design-n09474,02 MAR 2016
322,1850–1950: Design Masterpieces from the Polo Collection,1850-1950-design-masterpieces-polo-collection-l16317,24 FEB 2016
323,Now!,now-pf1650,18 FEB 2016
324,Tiffany: Dreaming in Glass,tiffany-dreaming-in-glass-n09444,16 DEC 2015
325,Important Design,important-design-n09445,16 DEC 2015
326,BERNHEIMER Day Sale,bernheimer-day-sale-l15043,25 NOV 2015
327,Les Lalanne,vente-lalanne-pf1544,24 NOV 2015
328,Design,design-20-siecle-pf1514,24 NOV 2015
329,The Collection of A. Alfred Taubman: Modern &amp; Contemporary Art,modern-contemporary-art-collection-a-alfred-taubman-n09431,05 NOV 2015
330,Design,20th-century-design-l15670,04 NOV 2015
331,Made In Britain,made-in-britain-l15145,30 SEP 2015
332,"CONTEMPORARY LIVING – Photographs, Prints &amp; Design",contemporary-living-n09386,22 JUL 2015
333,Rencontres Couture à Paris de la Collection Didier Ludot,collection-didier-ludot-pf1570,08 JUL 2015
334,Now !,now-pf1524,01 JUL 2015
335,A Tale of Two Cities: Venice and Dresden Two Private Collections,tale-two-cities-venice-dresden-l15320,09 JUN 2015
336,20th Century Design,20th-century-design-n09365,09 JUN 2015
337,Design 20e Siècle,arts-decoratifs-20-siecle-design-pf1504,21 MAY 2015
338,The Warshawsky Collection: Masterworks of Tiffany and Prewar Design,warshawsky-n09358,19 MAY 2015
339,Sotheby's Designer Showhouse,sothebys-designer-showhouse-n09333,20 APR 2015
340,The New York Sale,the-new-york-sale-n09215,01 APR 2015
341,Made In Britain,made-in-britain-l15144,25 MAR 2015
342,20th Century Design,important-20th-c-design-n09315,04 MAR 2015
343,Daughter of History: Mary Soames and the Legacy of Churchill,daughter-history-mary-soames-legacy-churchill-l14316,17 DEC 2014
344,Important 20th Century Design,important-20th-c-design-n09238,17 DEC 2014
345,À Table !,a-table-pf1460,17 DEC 2014
346,Tiffany:  Dreaming in Glass,tiffany-n09242,17 DEC 2014
347,The Jon Stryker Collection:  Masterworks of European Modernism ,jon-stryker-collection-20-c-design-n09244,16 DEC 2014
348,Arts Décoratifs du XXe siècle &amp; Design,arts-decoratifs-xxeme-siecle-design-pf1414,25 NOV 2014
349,Important 20th Century Design,important-20th-c-design-n09155,11 JUN 2014
350,Arts Décoratifs du XXe siècle &amp; Design,arts-decoratifs-xxeme-siecle-design-pf1404,22 MAY 2014
351,Made In Britain,made-in-britain-l14144,01 APR 2014
352,Curiosité : un Regard Moderne,curiosite-regard-moderne-pf1440,26 MAR 2014
353,Félix Marcilhac - Collection Privée,collection-privee-felix-marcilhac, 11 MAR 2014—12 MAR 2014
354,20th Century Design,20th-c-design-n09127,06 MAR 2014
355,1000 Ways of Seeing: The Private Collection of the late Stanley J. Seeger,1000-ways-seeing-l14313, 05 MAR 2014—06 MAR 2014
356,Tiffany,tiffany-n09061,18 DEC 2013
357,20th Century Design,20th-century-design-n09058,18 DEC 2013
358,Modern Design Visionaries: The Yurcik Collection,so-yurcik-n09062,18 DEC 2013
359,Arts Décoratifs du XXe siècle &amp; Design,arts-decoratifs-xxe-siecle-design-pf1314,26 NOV 2013
360,Jony and Marc's&lt;br&gt;(RED) Auction,null-n09014,23 NOV 2013
361,Defining Taste&lt;br&gt;Works selected by Danny Katz,daniel-katz-sale-l13232,12 NOV 2013
362,Important 20th Century Design,20th-century-design-n08999,12 JUN 2013
363,Art Décoratifs du XXe siècle &amp; Design,art-dcoratifs-du-20e-sicle-design-contemporain,22 MAY 2013
364,20th Century Design Including Works by Tiffany Studios from the Geyer Family Collection,20th-century-design-n08970,06 MAR 2013
365,"Chefs-d’œuvre Art Nouveau, Ancienne collection du Garden Museum, Japon",chefs-duvre-art-nouveau-ancienne-collection-du-garden-museum-japon,16 FEB 2013
366,Important Tiffany,tiffany-n08923,15 DEC 2012
367,Masterworks by Tiffany Studios from the Geyer Family Collection,so-geyer-n08910,15 DEC 2012
368,Important 20th Century Design,20th-century-design-n08920,15 DEC 2012
369,Arts Décoratifs du XXe siècle &amp; Design Contemporain ,arts-dcoratifs-du-xxe-sicle-design-contemporain-,27 NOV 2012
370,Collection Meyer,collection-musicale-andr-meyer, 16 OCT 2012—17 OCT 2012
371,Important 20th Century Design,20th-century-design-n08863,13 JUN 2012
372,Arts Décoratifs du XXe Siècle &amp; Design Contemporain,arts-dcoratifs-du-xxe-sicle-design-contemporain,06 JUN 2012
373,The Gunter Sachs Collection Day Auction,the-gunter-sachs-collection-day-auction,23 MAY 2012
374,The Gunter Sachs Collection Evening Auction,the-gunter-sachs-collection-evening-auction,22 MAY 2012
375,20th Century Design including a Private Collection of Mid-Century Design and Ceramic Art,20th-century-design-n08830,07 MAR 2012
376,Important Tiffany,tiffany-n08806,15 DEC 2011
377,Important 20th Century Design,20th-century-design-n08812,15 DEC 2011
378,Property from the Collection of Dodie Rosekrans,property-from-the-collection-of-dodie-rosekrans-n08818, 08 DEC 2011—09 DEC 2011
379,Arts Décoratifs du XXe siècle &amp; Design Contemporain,art-dco-et-design-pf1114,22 NOV 2011
380,Un Intérieur Parisien des Années 30,collection-longchamp-pf1126,22 NOV 2011
381,Collection Fabius Frères,collection-fabius-pf1124, 26 OCT 2011—27 OCT 2011
382,Property from the Collections of Lily &amp; Edmond J. Safra - Volumes I-VI ,property-from-the-collections-of-lily-edmond-j-safra-n08822, 18 OCT 2011—21 OCT 2011
383,A Mid-Century Eye: The Collection of Colleen Sullivan,a-mid-century-eye-the-collection-of-colleen-sullivan,21 SEP 2011
384,Important 20th Century Design,important-20th-century-design-n08754,15 JUN 2011
385,20th Century Decorative Arts &amp; Design,arts-dcoratifs-du-xx-sicle-et-design-pf1104,25 MAY 2011
386,What Modern Is: The Collection of Mark McDonald,what-modern-is-the-collection-of-mark-mcdonald-n08778,10 MAR 2011
387,20th Century Design,20th-century-design-n08721,10 MAR 2011
388,"Property from the Hascoe Family Collection: Important American and English Furniture, Fine &amp; Decorative Arts",property-from-the-hascoe-family-collection-important-american-and-english-furniture-fine-decorative-arts-n08724,23 JAN 2011
389,Important Tiffany,important-tiffany-n08697,16 DEC 2010
390,Important 20th Century Design Including the Charles M. Pratt Desk and Chair by Greene &amp; Greene,important-20th-century-design-including-the-charles-m-pratt-desk-and-chair-by-greene-greene-n08680,16 DEC 2010
391,Ruhlmann: An Important Original Interior,ruhlmann-an-important-original-interior-n08717,16 DEC 2010
392,Israeli and International Art,israeli-and-international-art-n08690,15 DEC 2010
393,Fusion: Contemporary Art and Design,fusion-contemporary-art-and-design-n08748,14 DEC 2010
394,20th Century Decorative Arts &amp; Design,20th-century-decorative-arts-design-pf1025,24 NOV 2010
395,Bertoia,bertoia-n08714,10 NOV 2010
396,Fine 20th Century Design,fine-20th-century-design-l10673,09 NOV 2010
397,An Exceptional Eye: A Private British Collection,an-exceptional-eye-a-private-british-collection-l10041,14 JUL 2010
398,Important 20th Century Design,important-20th-century-design-n08648,16 JUN 2010
399,Garouste &amp; Bonetti for Christian Lacroix Salons de Haute Couture,garouste-bonetti-for-christian-lacroix39s-salons-de-haute-couture-pf1035,26 MAY 2010
400,20th Century Decorative Arts &amp; Design,20th-century-decorative-arts-design-pf1015,26 MAY 2010
401,Fine 20th Century Design and an Important European Private Collection of Art Deco Figures,fine-20th-century-design-and-an-important-european-private-collection-of-art-deco-figures-l10672,19 MAY 2010
402,20th Century Design,20th-century-design-n08622,17 MAR 2010
403,Important Tiffany,important-tiffany-n08607,17 DEC 2009
404,Important 20th Century Design,important-20th-century-design-n08604,17 DEC 2009
405,The Collection of Robert Isabell,the-collection-of-robert-isabell-n08591,17 DEC 2009
406,20th Century Decorative Arts &amp; Design,20th-century-decorative-arts-design-pf9016,25 NOV 2009
407,Fine 20th Century Design,fine-20th-century-design-l09825,27 OCT 2009
408,The Connoisseur&amp;#39;s Collection,the-connoisseur39s-collection-au0731, 27 OCT 2009—28 OCT 2009
409,"Photographs, Furniture, and Works of Art from a Parisian Flat, Avenue Montaigne ",photographs-furniture-and-works-of-art-from-a-parisian-flat-avenue-montaigne-pf9093,23 SEP 2009
410,Furniture and Decorative Arts,furniture-and-decorative-arts-am1075,16 JUN 2009
411,Important 20th Century Design,important-20th-century-design-n08564,12 JUN 2009
412,Emile-Jacques Ruhlmann et quelques artistes modernistes : une collection privée,emile-jacques-ruhlmann-et-quelques-artistes-modernistes-une-collection-prive-pf9024,04 JUN 2009
413,"Art Déco, Art Nouveau, Design",art-dco-art-nouveau-design-pf9008,04 JUN 2009
414,Sotheby&amp;#39;s in Association with Ritchies: Important Canadian Art,sotheby39s-in-association-with-ritchies-important-canadian-art-n08594,25 MAY 2009
415,Fine 20th Century Design,fine-20th-century-design-l09824,28 APR 2009
416,"Furniture, Clocks &amp; Decorative Arts",furniture-clocks-decorative-arts-am1072,07 APR 2009
417,20th Century Design,20th-century-design-n08530,27 MAR 2009
